po_id,supplier,order_date,delivery_date,order_status,quantity,unit_price,negotiated_price,defective_units,compliance,Plastic_Type,trust_score
PO-00252,Delta_Logistics,06-09-2022,24-09-2022,Partially Delivered,1298,43.73,37.21,,No,PET,49
PO-00253,Gamma_Co,30-04-2023,20-05-2023,Delivered,1892,106.2,96.37,93,Yes,HDPE,87
PO-00254,Beta_Supplies,21-02-2023,24-02-2023,Delivered,1307,68.71,60.64,141,Yes,MF,100
PO-00255,Beta_Supplies,14-07-2022,29-07-2022,Delivered,733,32.29,29.01,78,Yes,PS,92
PO-00256,Gamma_Co,07-04-2022,,Delivered,713,19.45,18.82,31,Yes,PE,70
PO-00257,Beta_Supplies,10-04-2022,24-04-2022,Delivered,1900,24.11,23.45,188,Yes,PS,93
PO-00258,Delta_Logistics,06-11-2023,08-11-2023,Cancelled,1447,35.67,35.07,224,No,ABS,60
PO-00259,Epsilon_Group,18-03-2023,,Delivered,1745,26.17,22.25,55,Yes,PVC,70
PO-00260,Beta_Supplies,29-12-2022,14-01-2023,Delivered,1681,28.26,26.62,143,Yes,PF,91
PO-00261,Delta_Logistics,10-03-2023,18-03-2023,Delivered,1545,38.15,36.96,214,Yes,HDPE,99
PO-00262,Epsilon_Group,25-02-2023,02-03-2023,Delivered,1306,27.27,25.96,39,Yes,PA66,100
PO-00263,Gamma_Co,24-04-2023,06-05-2023,Delivered,1765,97.51,84.3,65,Yes,PET,95
PO-00264,Gamma_Co,25-02-2022,15-03-2022,Cancelled,1186,17.31,16,64,Yes,PET,89
PO-00265,Delta_Logistics,21-11-2023,26-11-2023,Delivered,1903,63.5,56.09,254,Yes,PP,100
PO-00266,Delta_Logistics,01-11-2023,05-11-2023,Delivered,1570,52.1,47.87,,No,POM,60
PO-00267,Delta_Logistics,24-10-2023,13-11-2023,Delivered,491,108.75,93.35,,No,PA6,47
PO-00268,Beta_Supplies,11-04-2022,20-04-2022,Partially Delivered,613,20.38,20.17,58,Yes,EVA,98
PO-00269,Gamma_Co,04-03-2022,16-03-2022,Partially Delivered,1341,46.27,43.94,63,Yes,ABS,95
PO-00270,Beta_Supplies,17-02-2023,04-03-2023,Partially Delivered,1583,103.57,89.38,164,Yes,PVC,92
PO-00271,Beta_Supplies,14-12-2022,,Cancelled,1880,92.73,90.78,173,Yes,PET,70
PO-00272,Epsilon_Group,22-04-2022,26-04-2022,Delivered,1459,84.79,82.72,47,Yes,ABS,100
PO-00273,Delta_Logistics,12-09-2022,,Delivered,1460,34.54,31.87,208,No,HDPE,30
PO-00274,Beta_Supplies,16-07-2022,28-07-2022,Partially Delivered,1186,26.14,24.78,112,Yes,PVC,95
PO-00275,Epsilon_Group,14-07-2022,23-07-2022,Pending,1686,72.28,65.21,53,Yes,PA66,98
PO-00276,Alpha_Inc,04-07-2023,08-07-2023,Delivered,1698,102.07,100.69,28,Yes,PET,100
PO-00277,Epsilon_Group,05-04-2023,,Delivered,1001,64.62,55.7,32,Yes,PBT,70
PO-00278,Alpha_Inc,24-05-2022,27-05-2022,Delivered,1154,62.67,54.11,25,Yes,LDPE,100
PO-00279,Alpha_Inc,09-03-2023,29-03-2023,Cancelled,748,37.66,32.71,,No,PS,47
PO-00280,Alpha_Inc,07-07-2022,,Delivered,162,81.63,78.76,2,Yes,LDPE,70
PO-00281,Alpha_Inc,13-10-2022,24-10-2022,Delivered,51,28.04,24.13,0,Yes,LDPE,96
PO-00282,Delta_Logistics,19-04-2023,24-04-2023,Delivered,691,42.07,39.1,106,Yes,UHMWPE,100
PO-00283,Beta_Supplies,13-09-2022,20-09-2022,Delivered,269,50.22,45.75,32,No,LDPE,60
PO-00284,Beta_Supplies,19-03-2022,06-04-2022,Pending,1639,56.24,55.4,147,Yes,LDPE,89
PO-00285,Alpha_Inc,30-03-2023,06-04-2023,Delivered,904,34.04,30.06,26,Yes,PVC,100
PO-00286,Beta_Supplies,18-07-2023,26-07-2023,Delivered,1809,22.17,19.65,,Yes,PP,99
PO-00287,Alpha_Inc,11-04-2022,16-04-2022,Delivered,1298,65.93,58.95,,Yes,PP,100
PO-00288,Beta_Supplies,21-02-2022,13-03-2022,Delivered,434,36.16,34.79,41,Yes,PP,87
PO-00289,Epsilon_Group,30-10-2023,04-11-2023,Delivered,1476,68.85,65.28,43,Yes,PBT,100
PO-00290,Delta_Logistics,08-07-2023,,Partially Delivered,1711,26.04,24.81,290,Yes,PET,70
PO-00291,Gamma_Co,16-01-2022,22-01-2022,Delivered,1203,53.3,47.68,49,Yes,PPO,100
PO-00292,Alpha_Inc,06-04-2022,07-04-2022,Delivered,1126,58.8,52.22,,Yes,PA6,100
PO-00293,Epsilon_Group,31-08-2022,12-09-2022,Delivered,1757,15.18,13.06,63,Yes,PET,95
PO-00294,Epsilon_Group,20-06-2022,28-06-2022,Delivered,779,41.3,36.28,20,Yes,PS,99
PO-00295,Delta_Logistics,21-02-2023,22-02-2023,Delivered,1745,23.53,22.57,282,No,LDPE,60
PO-00296,Delta_Logistics,13-05-2023,15-05-2023,Delivered,1783,16.96,15.8,295,Yes,PP,100
PO-00297,Alpha_Inc,08-05-2023,22-05-2023,Partially Delivered,1489,107.02,93.3,,Yes,PET,93
PO-00298,Alpha_Inc,07-08-2022,10-08-2022,Delivered,296,40.38,35.25,,Yes,PET,100
PO-00299,Epsilon_Group,15-02-2023,27-02-2023,Delivered,885,88.28,80.8,31,Yes,PET,95
PO-00300,Epsilon_Group,02-03-2022,06-03-2022,Pending,1512,33.25,30.15,53,Yes,ABS,100
PO-00301,Delta_Logistics,18-06-2022,26-06-2022,Delivered,252,73.12,67.64,,No,PA6,59
PO-00302,Alpha_Inc,24-01-2023,,Cancelled,1257,83.13,81.89,30,Yes,PET,70
PO-00303,Alpha_Inc,03-01-2022,20-01-2022,Delivered,172,63.61,55.92,4,Yes,HDPE,90
PO-00304,Epsilon_Group,04-02-2023,05-02-2023,Pending,450,55.85,49.88,9,Yes,PET,100
PO-00305,Gamma_Co,29-09-2022,15-10-2022,Delivered,816,48.95,43.42,45,Yes,PS,91
PO-00306,Epsilon_Group,11-04-2023,25-04-2023,Delivered,343,44.5,38.57,7,Yes,PMMA,93
PO-00307,Gamma_Co,20-10-2022,05-11-2022,Delivered,329,97.87,85.35,21,No,PPO,51
PO-00308,Alpha_Inc,10-03-2023,25-03-2023,Delivered,1910,90.69,85.8,,Yes,PET,92
PO-00309,Epsilon_Group,15-12-2023,18-12-2023,Delivered,933,107.99,104.29,29,Yes,ABS,100
PO-00310,Delta_Logistics,24-07-2023,29-07-2023,Delivered,1683,23.09,21.88,253,Yes,PET,100
PO-00311,Beta_Supplies,09-11-2023,18-11-2023,Pending,247,84.11,71.97,,Yes,ABS,98
PO-00312,Alpha_Inc,14-05-2023,02-06-2023,Delivered,1031,102.01,98.65,,Yes,ABS,88
PO-00313,Alpha_Inc,08-06-2022,19-06-2022,Delivered,1980,26.97,24.16,41,Yes,PS,96
PO-00314,Epsilon_Group,14-07-2022,03-08-2022,Delivered,1584,16.46,14.2,57,Yes,PP,87
PO-00315,Beta_Supplies,31-10-2022,15-11-2022,Delivered,801,80.15,70.91,,Yes,HDPE,92
PO-00316,Beta_Supplies,11-08-2022,25-08-2022,Delivered,193,63.86,57.46,,Yes,PPO,93
PO-00317,Beta_Supplies,01-03-2022,05-03-2022,Delivered,658,86.62,79.85,72,Yes,ABS,100
PO-00318,Epsilon_Group,17-08-2023,04-09-2023,Delivered,1274,24.72,23.36,37,Yes,Polyimide,89
PO-00319,Epsilon_Group,10-07-2023,17-07-2023,Partially Delivered,1197,88.92,78.82,31,Yes,LDPE,100
PO-00320,Gamma_Co,04-03-2022,12-03-2022,Delivered,236,28.43,28.11,11,Yes,HDPE,99
PO-00321,Gamma_Co,18-11-2022,03-12-2022,Partially Delivered,1399,25.97,22.19,62,Yes,ABS,92
PO-00322,Gamma_Co,28-02-2022,04-03-2022,Delivered,513,24.91,22.58,29,Yes,HDPE,100
PO-00323,Delta_Logistics,21-02-2022,04-03-2022,Delivered,1422,83.73,76.47,198,Yes,PS,96
PO-00324,Alpha_Inc,22-08-2023,03-09-2023,Delivered,1844,76.51,73.05,,Yes,PET,95
PO-00325,Gamma_Co,04-05-2023,,Delivered,709,61.64,54.55,41,Yes,LDPE,70
PO-00326,Delta_Logistics,30-05-2023,15-06-2023,Delivered,813,45.68,41.78,,No,PET,51
PO-00327,Delta_Logistics,28-06-2023,01-07-2023,Delivered,1004,96.51,92.9,146,No,LDPE,60
PO-00328,Epsilon_Group,11-06-2022,15-06-2022,Delivered,452,46.45,40.39,9,Yes,PET,100
PO-00329,Beta_Supplies,28-02-2022,12-03-2022,Pending,1419,83.91,71.46,137,Yes,PET,95
PO-00330,Beta_Supplies,05-06-2023,23-06-2023,Delivered,1584,53.73,51.92,167,No,PET,49
PO-00331,Gamma_Co,24-03-2022,11-04-2022,Pending,196,44.36,43.81,6,Yes,PP,89
PO-00332,Alpha_Inc,10-07-2022,14-07-2022,Delivered,1221,53.19,46.18,29,Yes,LDPE,100
PO-00333,Alpha_Inc,12-03-2022,26-03-2022,Delivered,913,37.5,36.2,,Yes,PVC,93
PO-00334,Alpha_Inc,02-09-2023,04-09-2023,Delivered,1784,85.01,76.69,37,Yes,PVC,100
PO-00335,Delta_Logistics,11-03-2022,,Delivered,1893,55.8,52.35,,Yes,LDPE,70
PO-00336,Delta_Logistics,23-11-2023,05-12-2023,Pending,538,34.3,32.25,84,No,LDPE,55
PO-00337,Delta_Logistics,29-08-2022,15-09-2022,Pending,978,94.15,87.7,149,No,PET,50
PO-00338,Epsilon_Group,18-02-2023,06-03-2023,Cancelled,1713,47.45,42.05,53,Yes,PP,91
PO-00339,Delta_Logistics,03-05-2022,07-05-2022,Pending,600,60.1,57.92,95,No,PET,60
PO-00340,Alpha_Inc,07-08-2023,25-08-2023,Pending,387,100.28,85.54,5,Yes,PET,89
PO-00341,Alpha_Inc,10-09-2022,19-09-2022,Pending,921,68.83,59.13,22,Yes,PA6,98
PO-00342,Beta_Supplies,16-08-2023,30-08-2023,Delivered,690,22.47,21.94,77,Yes,HDPE,93
PO-00343,Alpha_Inc,01-09-2023,21-09-2023,Cancelled,1852,104.04,94.89,36,Yes,PET,87
PO-00344,Delta_Logistics,10-02-2022,28-02-2022,Delivered,522,66.83,58.01,74,Yes,PET,89
PO-00345,Delta_Logistics,27-09-2023,06-10-2023,Delivered,200,44.16,43.13,21,Yes,PUR,98
PO-00346,Gamma_Co,25-03-2022,03-04-2022,Delivered,1488,22.76,21.99,,Yes,PC,98
PO-00347,Epsilon_Group,06-03-2023,16-03-2023,Delivered,1371,87.16,78.13,43,Yes,PPO,97
PO-00348,Alpha_Inc,05-11-2023,,Delivered,1684,73.05,62.53,,Yes,PEI,70
PO-00349,Epsilon_Group,21-08-2023,27-08-2023,Delivered,312,63.52,58.09,,Yes,HDPE,100
PO-00350,Alpha_Inc,02-08-2023,21-08-2023,Cancelled,1837,99.04,86.51,39,Yes,PP,88
PO-00351,Beta_Supplies,20-06-2023,23-06-2023,Delivered,193,87.86,81.74,21,Yes,PS,100
PO-00352,Beta_Supplies,20-11-2022,21-11-2022,Delivered,395,24.83,23.96,31,Yes,PET,100
PO-00353,Epsilon_Group,25-09-2022,12-10-2022,Cancelled,673,39.58,35.83,25,Yes,PET,90
PO-00354,Delta_Logistics,29-07-2022,12-08-2022,Cancelled,1066,33.33,28.47,162,No,POM,53
PO-00355,Gamma_Co,17-11-2023,23-11-2023,Delivered,1645,85.42,80.78,73,No,HDPE,60
PO-00356,Alpha_Inc,18-11-2022,29-11-2022,Delivered,930,13.67,11.95,16,Yes,HDPE,96
PO-00357,Alpha_Inc,02-09-2022,21-09-2022,Delivered,51,63.74,56.1,0,Yes,HDPE,88
PO-00358,Gamma_Co,29-09-2022,01-10-2022,Delivered,946,81.77,71.65,55,Yes,MF,100
PO-00359,Epsilon_Group,10-02-2023,02-03-2023,Partially Delivered,1377,94.69,84.2,,Yes,PA6,87
PO-00360,Epsilon_Group,15-05-2022,18-05-2022,Cancelled,303,41.6,40.51,11,Yes,PP,100
PO-00361,Alpha_Inc,19-11-2023,03-12-2023,Delivered,1725,93.14,79.62,24,Yes,PBT,93
PO-00362,Beta_Supplies,23-10-2023,07-11-2023,Cancelled,502,22.05,20.65,50,No,PVC,52
PO-00363,Gamma_Co,04-11-2022,11-11-2022,Delivered,1110,90.49,80.03,61,Yes,LDPE,100
PO-00364,Alpha_Inc,14-04-2023,18-04-2023,Delivered,1233,23.08,20.57,,Yes,PET,100
PO-00365,Beta_Supplies,20-11-2022,24-11-2022,Delivered,1064,48.04,43.6,94,Yes,PC,100
PO-00366,Epsilon_Group,16-03-2022,04-04-2022,Partially Delivered,58,82.57,76.55,,Yes,PBT,88
PO-00367,Beta_Supplies,10-01-2022,20-01-2022,Delivered,1306,23.49,20.17,116,No,EVA,57
PO-00368,Delta_Logistics,15-04-2023,28-04-2023,Delivered,1172,32.93,29.28,,No,HDPE,54
PO-00369,Alpha_Inc,29-09-2023,,Delivered,1732,82.5,71.71,24,Yes,PP,70
PO-00370,Gamma_Co,31-07-2023,07-08-2023,Delivered,865,81.54,71.59,39,Yes,HDPE,100
PO-00371,Beta_Supplies,13-04-2022,20-04-2022,Delivered,257,68.72,66.92,22,Yes,PA66,100
PO-00372,Epsilon_Group,17-03-2022,26-03-2022,Delivered,1204,73.18,67.59,31,Yes,PC,98
PO-00373,Beta_Supplies,05-07-2023,09-07-2023,Partially Delivered,453,64.14,60.18,51,Yes,PS,100
PO-00374,Epsilon_Group,07-08-2022,21-08-2022,Delivered,201,33.81,32.54,3,Yes,PP,93
PO-00375,Delta_Logistics,03-06-2023,16-06-2023,Delivered,103,44.61,42.88,10,Yes,ABS,94
PO-00376,Epsilon_Group,29-09-2022,07-10-2022,Delivered,1193,27.4,27.09,,Yes,HDPE,99
PO-00377,Gamma_Co,16-05-2022,28-05-2022,Partially Delivered,1746,93.6,89.81,85,Yes,HDPE,95
PO-00378,Delta_Logistics,24-12-2022,26-12-2022,Delivered,1993,65.94,59.36,,Yes,HDPE,100
PO-00379,Beta_Supplies,12-03-2022,27-03-2022,Delivered,677,46.54,43.11,,No,POM,52
PO-00380,Alpha_Inc,08-09-2022,,Pending,636,53.64,49.23,18,Yes,PA66,70
PO-00381,Epsilon_Group,14-01-2023,02-02-2023,Delivered,1698,100.97,98.73,52,Yes,PET,88
PO-00382,Gamma_Co,19-10-2022,01-11-2022,Delivered,1493,24.87,22.89,56,Yes,PET,94
PO-00383,Alpha_Inc,11-06-2022,25-06-2022,Delivered,1495,64.33,58.18,26,Yes,PET,93
PO-00384,Alpha_Inc,25-03-2023,07-04-2023,Cancelled,153,59.42,52,3,Yes,PP,94
PO-00385,Delta_Logistics,11-07-2023,22-07-2023,Cancelled,1925,70.88,63.41,292,Yes,PS,96
PO-00386,Beta_Supplies,22-12-2023,11-01-2024,Delivered,303,12.97,11.42,,No,SAN,47
PO-00387,Alpha_Inc,06-11-2022,18-11-2022,Delivered,1300,92.92,90.63,,Yes,ABS,95
PO-00388,Gamma_Co,19-09-2023,23-09-2023,Delivered,1185,103.28,99.05,,Yes,Silicone,100
PO-00389,Epsilon_Group,01-11-2023,20-11-2023,Delivered,559,67.56,57.98,15,Yes,EVA,88
PO-00390,Epsilon_Group,26-06-2023,29-06-2023,Pending,1546,78.88,78,38,Yes,PET,100
PO-00391,Epsilon_Group,09-01-2022,19-01-2022,Delivered,148,93.02,85.96,4,Yes,HDPE,97
PO-00392,Delta_Logistics,15-11-2023,23-11-2023,Delivered,202,81.75,78.26,37,No,PVC,59
PO-00393,Gamma_Co,22-07-2023,28-07-2023,Delivered,1934,25.86,25.6,78,Yes,LDPE,100
PO-00394,Alpha_Inc,03-11-2022,07-11-2022,Delivered,963,64.96,64.07,20,Yes,PET,100
PO-00395,Gamma_Co,11-11-2023,18-11-2023,Delivered,1969,71.71,61.96,,Yes,PS,100
PO-00396,Delta_Logistics,17-04-2022,,Delivered,927,48.89,46.05,138,Yes,PC,70
PO-00397,Delta_Logistics,18-05-2022,23-05-2022,Cancelled,387,77.81,69.04,67,Yes,PP,100
PO-00398,Beta_Supplies,28-09-2022,03-10-2022,Delivered,1779,97.86,94.36,176,Yes,PS,100
PO-00399,Gamma_Co,29-04-2022,05-05-2022,Pending,871,94.7,92.66,46,Yes,PBT,100
PO-00400,Epsilon_Group,20-04-2022,23-04-2022,Delivered,1236,51.33,44.03,25,Yes,PEI,100
PO-00401,Delta_Logistics,21-07-2023,06-08-2023,Delivered,1793,22.01,21.78,285,Yes,PC,91
PO-00402,Delta_Logistics,09-06-2022,28-06-2022,Delivered,1006,101.1,89.04,139,Yes,LDPE,88
PO-00403,Beta_Supplies,06-10-2022,21-10-2022,Cancelled,1754,89.35,86.54,161,No,LDPE,52
PO-00404,Epsilon_Group,16-10-2022,04-11-2022,Delivered,210,22.17,21.32,10,Yes,PVC,88
PO-00405,Delta_Logistics,12-09-2023,02-10-2023,Delivered,1653,102.16,91.91,217,Yes,LDPE,87
PO-00406,Alpha_Inc,04-08-2022,15-08-2022,Partially Delivered,850,91.38,88.41,24,Yes,PBT,96
PO-00407,Epsilon_Group,18-12-2022,21-12-2022,Delivered,447,59.81,57.92,13,Yes,PVC,100
PO-00408,Gamma_Co,28-07-2022,07-08-2022,Delivered,1350,65.11,56.95,71,Yes,HDPE,97
PO-00409,Beta_Supplies,05-12-2023,24-12-2023,Delivered,865,51.19,47.76,83,Yes,PS,88
PO-00410,Alpha_Inc,12-10-2023,29-10-2023,Delivered,1989,16.5,15.89,57,Yes,HDPE,90
PO-00411,Alpha_Inc,28-09-2022,13-10-2022,Delivered,1577,41.77,39.58,32,Yes,PVC,92
PO-00412,Gamma_Co,02-06-2023,04-06-2023,Pending,1969,89.25,87.28,108,No,PET,60
PO-00413,Beta_Supplies,16-05-2023,26-05-2023,Partially Delivered,1465,11.25,9.61,151,Yes,PVC,97
PO-00414,Delta_Logistics,15-09-2022,18-09-2022,Pending,1208,41.62,39.46,,Yes,LDPE,100
PO-00415,Beta_Supplies,22-02-2022,11-03-2022,Delivered,1268,46.06,45.26,123,Yes,HDPE,90
PO-00416,Delta_Logistics,05-04-2022,24-04-2022,Delivered,450,59.24,55.03,68,No,HDPE,48
PO-00417,Gamma_Co,12-10-2023,14-10-2023,Partially Delivered,689,102.53,95.23,38,Yes,PEEK,100
PO-00418,Gamma_Co,10-03-2023,29-03-2023,Delivered,1106,44.05,38.6,51,Yes,PPO,88
PO-00419,Alpha_Inc,11-10-2022,22-10-2022,Delivered,737,43.08,42.58,21,Yes,PC,96
PO-00420,Alpha_Inc,15-02-2022,04-03-2022,Delivered,509,76.76,74.72,7,No,PA6,50
PO-00421,Alpha_Inc,04-01-2022,06-01-2022,Delivered,1004,50.7,46.59,27,Yes,PET,100
PO-00422,Gamma_Co,08-12-2022,19-12-2022,Pending,1956,31.88,28.48,86,Yes,POM,96
PO-00423,Delta_Logistics,14-05-2022,,Delivered,519,51.73,47.52,81,No,PS,30
PO-00424,Gamma_Co,15-10-2023,21-10-2023,Partially Delivered,1448,25.06,21.62,84,Yes,LDPE,100
PO-00425,Gamma_Co,26-09-2022,11-10-2022,Delivered,1095,26.91,23.75,53,Yes,SAN,92
PO-00426,Alpha_Inc,15-06-2022,,Delivered,799,56.22,49.51,18,Yes,PS,70
PO-00427,Beta_Supplies,29-03-2023,18-04-2023,Partially Delivered,1743,51.04,47.15,160,Yes,LDPE,87
PO-00428,Alpha_Inc,19-07-2023,31-07-2023,Delivered,87,100.65,85.56,1,Yes,PET,95
PO-00429,Beta_Supplies,24-12-2023,,Delivered,279,47.52,46.5,28,No,PP,30
PO-00430,Delta_Logistics,14-03-2023,25-03-2023,Delivered,1438,66.61,58.5,237,Yes,PET,96
PO-00431,Delta_Logistics,29-07-2023,31-07-2023,Partially Delivered,612,72.93,63.32,99,Yes,PA6,100
PO-00432,Epsilon_Group,10-01-2022,21-01-2022,Pending,487,11.18,10.63,15,Yes,PVC,96
PO-00433,Epsilon_Group,25-04-2022,29-04-2022,Partially Delivered,1849,70.76,69.25,51,Yes,PP,100
PO-00434,Epsilon_Group,19-03-2022,01-04-2022,Partially Delivered,1356,26.28,25.44,47,Yes,PET,94
PO-00435,Delta_Logistics,09-12-2023,29-12-2023,Delivered,76,107.59,96.33,10,Yes,LDPE,87
PO-00436,Alpha_Inc,02-06-2022,13-06-2022,Partially Delivered,275,23.96,20.44,,Yes,PTFE,96
PO-00437,Alpha_Inc,13-07-2023,18-07-2023,Delivered,1350,51.57,48.07,,Yes,PVC,100
PO-00438,Alpha_Inc,06-02-2022,,Delivered,847,17.77,17.39,,Yes,Silicone,70
PO-00439,Gamma_Co,14-01-2023,27-01-2023,Delivered,1682,105.7,101.3,94,Yes,PVC,94
PO-00440,Epsilon_Group,20-08-2023,23-08-2023,Delivered,333,60.44,58.54,8,Yes,PET,100
PO-00441,Alpha_Inc,20-07-2023,02-08-2023,Cancelled,928,69.31,67.26,20,Yes,PET,94
PO-00442,Epsilon_Group,01-06-2022,12-06-2022,Partially Delivered,1009,16.44,16.18,,Yes,PVC,96
PO-00443,Epsilon_Group,17-03-2023,03-04-2023,Pending,1554,82.92,74.82,44,Yes,PET,90
PO-00444,Gamma_Co,11-05-2022,25-05-2022,Partially Delivered,502,29.47,28.94,27,Yes,LDPE,93
PO-00445,Delta_Logistics,12-02-2022,13-02-2022,Delivered,1069,91.28,82.64,,Yes,PET,100
PO-00446,Alpha_Inc,12-11-2022,18-11-2022,Pending,1902,29.89,25.83,41,Yes,LDPE,100
PO-00447,Gamma_Co,09-01-2023,,Pending,865,28.79,25.69,47,Yes,PA6,70
PO-00448,Delta_Logistics,10-02-2022,26-02-2022,Partially Delivered,708,13.36,11.61,,No,PET,51
PO-00449,Delta_Logistics,02-01-2023,07-01-2023,Delivered,1589,55.64,48.52,,Yes,PPS,100
PO-00450,Alpha_Inc,04-08-2022,14-08-2022,Delivered,596,62.96,61.88,9,Yes,PS,97
PO-00451,Epsilon_Group,30-11-2023,04-12-2023,Delivered,1265,17.66,16.97,34,Yes,PC,100
PO-00452,Beta_Supplies,13-09-2022,01-10-2022,Delivered,1122,82.99,81.7,118,No,PUR,49
PO-00453,Epsilon_Group,14-11-2023,01-12-2023,Delivered,1585,56.38,53.05,,Yes,LDPE,90
PO-00454,Epsilon_Group,16-04-2022,27-04-2022,Delivered,66,58.05,50.76,,Yes,PC,96
PO-00455,Beta_Supplies,29-12-2022,18-01-2023,Delivered,1245,52.4,51.65,118,No,HDPE,47
PO-00456,Delta_Logistics,28-07-2023,10-08-2023,Delivered,1293,50.21,47.55,,No,PET,54
PO-00457,Beta_Supplies,21-02-2023,27-02-2023,Delivered,207,64.29,63.01,25,Yes,Epoxy Resin,100
PO-00458,Beta_Supplies,28-09-2023,18-10-2023,Delivered,526,26.37,25.32,47,Yes,PP,87
PO-00459,Gamma_Co,08-06-2022,14-06-2022,Delivered,1119,27.03,23.82,,Yes,PET,100
PO-00460,Gamma_Co,31-08-2022,02-09-2022,Delivered,1446,90.63,84.51,77,Yes,LDPE,100
PO-00461,Gamma_Co,16-06-2022,24-06-2022,Delivered,567,97.53,85.29,21,Yes,PET,99
PO-00462,Delta_Logistics,01-07-2022,,Delivered,148,44.91,40.1,,No,PA6,30
PO-00463,Beta_Supplies,27-02-2023,14-03-2023,Pending,1965,36.6,34.64,195,Yes,PA6,92
PO-00464,Alpha_Inc,26-01-2022,03-02-2022,Pending,1818,67.96,58.98,,Yes,LDPE,99
PO-00465,Beta_Supplies,03-07-2022,19-07-2022,Delivered,1110,48.19,45.88,112,Yes,EVA,91
PO-00466,Delta_Logistics,07-12-2022,,Delivered,329,12.96,12.74,48,Yes,HDPE,70
PO-00467,Gamma_Co,26-02-2023,17-03-2023,Cancelled,1422,25.62,25.18,65,Yes,PC,88
PO-00468,Delta_Logistics,17-11-2023,,Delivered,546,82.63,74.77,76,No,PET,30
PO-00469,Gamma_Co,12-09-2022,22-09-2022,Partially Delivered,351,72.08,71.3,20,Yes,EVA,97
PO-00470,Delta_Logistics,01-10-2022,18-10-2022,Partially Delivered,230,13,12.81,,No,PP,50
PO-00471,Alpha_Inc,13-06-2022,19-06-2022,Delivered,656,30.73,26.26,17,Yes,LDPE,100
PO-00472,Gamma_Co,20-12-2023,09-01-2024,Delivered,1172,34.34,32.09,69,Yes,PET,87
PO-00473,Gamma_Co,21-04-2022,30-04-2022,Delivered,749,71.53,70.02,41,Yes,PC,98
PO-00474,Beta_Supplies,27-01-2023,12-02-2023,Delivered,1042,12.48,12.3,88,Yes,HDPE,91
PO-00475,Delta_Logistics,09-02-2022,27-02-2022,Delivered,1189,19.47,17.15,,No,HDPE,49
PO-00476,Epsilon_Group,27-04-2023,,Delivered,240,88.14,81.9,4,Yes,PVC,70
PO-00477,Epsilon_Group,16-08-2022,02-09-2022,Delivered,302,26.98,26.47,9,Yes,PC,90
PO-00478,Beta_Supplies,24-07-2022,03-08-2022,Pending,1030,70.81,61.58,,No,LDPE,57
PO-00479,Delta_Logistics,17-04-2023,23-04-2023,Delivered,977,33.79,32.25,137,Yes,LDPE,100
PO-00480,Alpha_Inc,25-12-2022,11-01-2023,Delivered,1234,19.99,17.66,25,Yes,PS,90
PO-00481,Beta_Supplies,09-11-2022,23-11-2022,Delivered,1329,33.48,33.06,146,Yes,PLA,93
PO-00482,Gamma_Co,22-08-2022,30-08-2022,Delivered,1396,77.63,67.81,58,Yes,POM,99
PO-00483,Alpha_Inc,17-08-2022,29-08-2022,Delivered,177,90.06,87.71,7,Yes,PVC,95
PO-00484,Delta_Logistics,25-01-2022,,Delivered,67,84.72,73.06,9,Yes,LDPE,70
PO-00485,Gamma_Co,07-11-2023,20-11-2023,Delivered,1866,50.78,48.2,96,Yes,LDPE,94
PO-00486,Epsilon_Group,17-07-2022,25-07-2022,Delivered,1808,72.23,67.86,53,Yes,LDPE,99
PO-00487,Delta_Logistics,13-02-2023,16-02-2023,Cancelled,615,30.3,29.52,96,Yes,LCP,100
PO-00488,Gamma_Co,03-12-2022,04-12-2022,Pending,619,38.38,35.02,34,Yes,HDPE,100
PO-00489,Delta_Logistics,13-10-2022,17-10-2022,Delivered,1396,94.75,84.06,210,Yes,PS,100
PO-00490,Gamma_Co,13-03-2022,24-03-2022,Delivered,1945,11.28,9.98,94,Yes,HDPE,96
PO-00491,Delta_Logistics,13-10-2022,18-10-2022,Delivered,735,18.49,15.89,113,No,PVC,60
PO-00492,Epsilon_Group,26-12-2022,11-01-2023,Pending,1865,30.29,26.83,56,Yes,PET,91
PO-00493,Beta_Supplies,19-10-2023,24-10-2023,Cancelled,675,13.69,11.84,52,Yes,LDPE,100
PO-00494,Gamma_Co,06-06-2023,22-06-2023,Pending,1361,28.57,24.29,65,Yes,PA6,91
PO-00495,Gamma_Co,14-02-2023,15-02-2023,Delivered,903,66.53,60.15,29,Yes,LDPE,100
PO-00496,Epsilon_Group,27-11-2023,,Cancelled,1736,53.2,50.68,48,Yes,PC,70
PO-00497,Beta_Supplies,04-07-2023,11-07-2023,Delivered,1011,98.47,97.06,91,Yes,PET,100
PO-00498,Delta_Logistics,06-12-2022,24-12-2022,Delivered,1712,88.17,85.86,246,Yes,PP,89
PO-00499,Gamma_Co,29-01-2022,,Delivered,204,40.76,37.46,10,Yes,PPO,70
PO-00500,Beta_Supplies,29-04-2022,13-05-2022,Partially Delivered,539,33.85,30.57,34,No,PC,53
PO-00501,Delta_Logistics,25-09-2022,05-10-2022,Delivered,1459,45.94,42.56,212,No,PS,57
PO-00502,Gamma_Co,02-07-2022,06-07-2022,Delivered,834,65.02,56.19,,Yes,PET,100
